Inf_Model,SIM_ID,MAE,P50,P90,P99
Reduced Overhead Mode,112294,0.118337423,0.104699805,0.207813367,0.325835347
Reduced Overhead Mode,112295,0.123996429,0.107978076,0.22320123,0.314553887
Reduced Overhead Mode,112296,0.132695884,0.122878157,0.210098758,0.326045275
Reduced Overhead Mode,112297,0.140207171,0.137066543,0.213425919,0.293477446
Reduced Overhead Mode,112298,0.149921268,0.143856049,0.233152747,0.321303278
Reduced Overhead Mode,112299,0.127421767,0.106721044,0.248783752,0.355737895
Reduced Overhead Mode,112300,0.170486927,0.145917475,0.294731319,0.511723876
Reduced Overhead Mode,112301,0.144487768,0.115059242,0.290251404,0.470005482
Reduced Overhead Mode,112302,0.127769142,0.09557642,0.27904582,0.421024412
Reduced Overhead Mode,112303,0.122016698,0.099823385,0.253060937,0.364752352
Reduced Overhead Mode,112304,0.10961403,0.09843795,0.207752377,0.291357875
Reduced Overhead Mode,112305,0.120829478,0.104687341,0.224542707,0.32764712
Reduced Overhead Mode,112306,0.139172733,0.131945536,0.21855101,0.308539867
Reduced Overhead Mode,112307,0.127248287,0.121303201,0.206554234,0.281159014
Reduced Overhead Mode,112308,0.142132103,0.140299767,0.21806863,0.286991239
Reduced Overhead Mode,112309,0.148076922,0.142124578,0.228675932,0.31385541
Reduced Overhead Mode,112310,0.123408616,0.100640342,0.2673769,0.391719013
Reduced Overhead Mode,112311,0.166192621,0.142500803,0.303946137,0.498045117
Reduced Overhead Mode,112312,0.146815419,0.116230413,0.306103259,0.498835087
Reduced Overhead Mode,112313,0.128526509,0.10376104,0.250945032,0.432539374
Reduced Overhead Mode,112314,0.116646335,0.091612086,0.24299024,0.36883527
Reduced Overhead Mode,112315,0.114871502,0.100780256,0.218925983,0.325622469
Reduced Overhead Mode,112316,0.115301363,0.100816533,0.221895516,0.31306684
Reduced Overhead Mode,112317,0.127440333,0.11661192,0.20982945,0.321722239
Reduced Overhead Mode,112318,0.127644181,0.124442175,0.194778115,0.276147455
Reduced Overhead Mode,112319,0.149288297,0.149476647,0.22215265,0.281579494
Reduced Overhead Mode,112320,0.127476126,0.118805677,0.213536695,0.316880405
Reduced Overhead Mode,112321,0.123299897,0.099754572,0.26891607,0.384093851
Reduced Overhead Mode,112322,0.169356927,0.135984093,0.325353682,0.580522418
Reduced Overhead Mode,112323,0.152746201,0.121171869,0.31237793,0.512234151
Reduced Overhead Mode,112324,0.135656759,0.119657263,0.244764209,0.398554891
Reduced Overhead Mode,112325,0.119525209,0.095312715,0.25217706,0.391235948
Reduced Overhead Mode,112326,0.118343689,0.108672284,0.203849792,0.325438172
Reduced Overhead Mode,112327,0.113156587,0.098319679,0.213945836,0.301879734
Reduced Overhead Mode,112328,0.128981277,0.122203544,0.210989505,0.281731427
Reduced Overhead Mode,112329,0.137792245,0.1369344,0.208779961,0.274526745
Reduced Overhead Mode,112330,0.13149865,0.129718542,0.207863182,0.272572309
Reduced Overhead Mode,112331,0.120966777,0.107099481,0.221052691,0.313401282
Reduced Overhead Mode,112332,0.134075299,0.113629483,0.261306107,0.356134892
Reduced Overhead Mode,112333,0.163303554,0.130991191,0.325589776,0.567545295
Reduced Overhead Mode,112334,0.145008817,0.119405404,0.281836092,0.483069032
Reduced Overhead Mode,112335,0.13718234,0.110109478,0.269577801,0.498728305
Reduced Overhead Mode,112336,0.123583674,0.104141146,0.236621082,0.39928925
Reduced Overhead Mode,112337,0.117881492,0.099138588,0.237793177,0.361448318
Reduced Overhead Mode,112338,0.119268052,0.107919678,0.212620303,0.322877347
Reduced Overhead Mode,112339,0.130116314,0.128331244,0.206531048,0.277321219
Reduced Overhead Mode,112340,0.138462156,0.134154171,0.219462946,0.314136952
Reduced Overhead Mode,112341,0.123600222,0.119822204,0.195661753,0.27269119
Reduced Overhead Mode,112342,0.120678082,0.107479766,0.209804446,0.328547657
Reduced Overhead Mode,112343,0.129777297,0.112546191,0.236155584,0.32698074
Reduced Overhead Mode,112344,0.161213815,0.128198743,0.321141124,0.503495693
Reduced Overhead Mode,112345,0.144269139,0.123446032,0.267392367,0.485499859
Reduced Overhead Mode,112346,0.12791501,0.109827466,0.248290062,0.407765418
Reduced Overhead Mode,112347,0.120796412,0.103853509,0.237711877,0.366354585
Reduced Overhead Mode,112348,0.114413783,0.09085229,0.248579413,0.364789933
Reduced Overhead Mode,112349,0.115540609,0.106362462,0.202155977,0.296560615
Reduced Overhead Mode,112350,0.136017978,0.131512865,0.218605489,0.314019948
Reduced Overhead Mode,112351,0.137691289,0.137694523,0.214402229,0.262313306
Reduced Overhead Mode,112352,0.120400742,0.113938913,0.195112258,0.277009755
Reduced Overhead Mode,112353,0.12328738,0.108676814,0.217056438,0.308768928
Reduced Overhead Mode,112354,0.128284574,0.117516376,0.219667241,0.303311497
Reduced Overhead Mode,112355,0.155804455,0.12413606,0.323228598,0.497088581
Reduced Overhead Mode,112356,0.13895157,0.118321165,0.265566587,0.448688596
Reduced Overhead Mode,112357,0.130530298,0.115426786,0.244971156,0.392713904
Reduced Overhead Mode,112358,0.120451845,0.101405211,0.239764541,0.402675003
Reduced Overhead Mode,112359,0.110335484,0.091610834,0.222847104,0.32529369
Reduced Overhead Mode,112360,0.116656691,0.106768459,0.199698135,0.285063028
Reduced Overhead Mode,112361,0.129856199,0.126774222,0.214859769,0.273116231
Reduced Overhead Mode,112362,0.129129171,0.12972571,0.209263459,0.264653325
Reduced Overhead Mode,112363,0.114773408,0.103735454,0.197102696,0.29450497
Reduced Overhead Mode,112364,0.128722444,0.107313767,0.23411268,0.336606205
Reduced Overhead Mode,112365,0.135328263,0.12401706,0.219672322,0.315749228
Reduced Overhead Mode,112366,0.187066779,0.170656741,0.305428267,0.575782597
Reduced Overhead Mode,112367,0.153194487,0.133513331,0.263887793,0.425764412
Reduced Overhead Mode,112368,0.136353642,0.117302999,0.251915216,0.385876089
Reduced Overhead Mode,112369,0.127255693,0.094808683,0.258096457,0.437920183
Reduced Overhead Mode,112370,0.114804357,0.076173842,0.267791986,0.396417588
Reduced Overhead Mode,112371,0.120419584,0.098306701,0.230331242,0.38562867
Reduced Overhead Mode,112372,0.123205692,0.10251458,0.241562247,0.347091138
Reduced Overhead Mode,112373,0.118468449,0.097554043,0.223242372,0.351732403
Reduced Overhead Mode,112374,0.117403448,0.105588004,0.204405606,0.297526211
Reduced Overhead Mode,112375,0.147834033,0.138589576,0.226614669,0.367530614
Reduced Overhead Mode,112376,0.152143002,0.141825318,0.234437555,0.34685722
Reduced Overhead Mode,112377,0.17749545,0.156912744,0.300757468,0.55563432
Reduced Overhead Mode,112378,0.151934952,0.126805425,0.285110265,0.44969666
Reduced Overhead Mode,112379,0.134547994,0.116724774,0.231468767,0.33909592
Reduced Overhead Mode,112380,0.125078917,0.094869807,0.264614344,0.455454588
Reduced Overhead Mode,112381,0.116101354,0.0847826,0.251727343,0.419046491
Reduced Overhead Mode,112382,0.119374111,0.102293149,0.219594389,0.360210717
Reduced Overhead Mode,112383,0.118673109,0.102145553,0.217570275,0.333924919
Reduced Overhead Mode,112385,0.127739906,0.11034517,0.235196352,0.323482007
Reduced Overhead Mode,112386,0.144770443,0.138583541,0.223258287,0.320136994
Reduced Overhead Mode,112387,0.146333694,0.13739875,0.229692847,0.341200262
Reduced Overhead Mode,112388,0.172057673,0.152489647,0.298516691,0.519851387
Reduced Overhead Mode,112389,0.14879179,0.122478478,0.301249266,0.445800692
Reduced Overhead Mode,112390,0.137574375,0.1148476,0.261618435,0.411671638
Reduced Overhead Mode,112391,0.126058742,0.099592358,0.251788318,0.396854758
Reduced Overhead Mode,112392,0.115934528,0.086959124,0.250987768,0.399879575
Reduced Overhead Mode,112393,0.120838568,0.103564337,0.221327454,0.318384767
Reduced Overhead Mode,112394,0.118395932,0.095019884,0.23576501,0.369065732
Reduced Overhead Mode,112395,0.125054583,0.113587767,0.205500662,0.300280571
Reduced Overhead Mode,112396,0.125487804,0.114233106,0.213083714,0.310444325
Reduced Overhead Mode,112397,0.146530524,0.146723449,0.215127945,0.2923311
Reduced Overhead Mode,112398,0.134407729,0.11907728,0.238588095,0.388330907
Reduced Overhead Mode,112399,0.179326475,0.158348635,0.310076475,0.492387563
Reduced Overhead Mode,112400,0.152516961,0.125453472,0.296832412,0.49153918
Reduced Overhead Mode,112401,0.133198053,0.105604813,0.269222856,0.440782964
Reduced Overhead Mode,112402,0.125944838,0.100768231,0.249260038,0.379919171
Reduced Overhead Mode,112403,0.116118602,0.0997243,0.217132181,0.329791188
Reduced Overhead Mode,112404,0.114465147,0.094084054,0.227416858,0.355505586
Reduced Overhead Mode,112405,0.126639694,0.11485789,0.216268748,0.297917098
Reduced Overhead Mode,112406,0.118309006,0.109331354,0.200623155,0.27948612
Reduced Overhead Mode,112407,0.134051979,0.126141429,0.205876708,0.298664033
Reduced Overhead Mode,112408,0.145183802,0.138550609,0.229722798,0.326494426
Reduced Overhead Mode,112409,0.128724992,0.103111029,0.268400311,0.387243927
Reduced Overhead Mode,112410,0.169840634,0.140501618,0.311895132,0.600617409
Reduced Overhead Mode,112411,0.145924672,0.115568683,0.293489814,0.50636369
Reduced Overhead Mode,112412,0.129811823,0.109856218,0.247194648,0.346775442
Reduced Overhead Mode,112413,0.122368187,0.101280943,0.243797928,0.375248671
Reduced Overhead Mode,112414,0.11777389,0.103309959,0.222667158,0.32794866
Reduced Overhead Mode,112415,0.114979722,0.098524511,0.216934413,0.372123659
Reduced Overhead Mode,112416,0.132936791,0.125547469,0.209848151,0.3041161
Reduced Overhead Mode,112417,0.128392786,0.122777179,0.200914428,0.277280778
Reduced Overhead Mode,112418,0.141846925,0.139940262,0.216375768,0.279858053
Reduced Overhead Mode,112419,0.141980916,0.135676697,0.225614563,0.306445032
Reduced Overhead Mode,112420,0.133860767,0.107301787,0.283163846,0.410382807
Reduced Overhead Mode,112421,0.164694265,0.133509085,0.303447783,0.548612893
Reduced Overhead Mode,112422,0.14703247,0.114286169,0.283618718,0.531600654
Reduced Overhead Mode,112423,0.13483341,0.11513792,0.239045441,0.403795302
Reduced Overhead Mode,112424,0.120253339,0.095919713,0.247348189,0.402547747
Reduced Overhead Mode,112425,0.123735242,0.105368137,0.223543495,0.394041002
Reduced Overhead Mode,112426,0.116273582,0.098647624,0.219532654,0.353131026
Reduced Overhead Mode,112427,0.133171588,0.124717601,0.213982999,0.306551784
Reduced Overhead Mode,112428,0.138330877,0.136255562,0.208319545,0.278033793
Reduced Overhead Mode,112429,0.141511083,0.141196221,0.22003603,0.276542872
Reduced Overhead Mode,112430,0.131572068,0.119695917,0.22053811,0.322266042
Reduced Overhead Mode,112431,0.129675388,0.109980732,0.247340113,0.354244202
Reduced Overhead Mode,112432,0.164980561,0.138615847,0.315404058,0.522035897
Reduced Overhead Mode,112433,0.145184249,0.117789321,0.27482301,0.464201212
Reduced Overhead Mode,112434,0.135435462,0.118301645,0.249247774,0.37686944
Reduced Overhead Mode,112435,0.124009103,0.103387773,0.237725988,0.373689055
Reduced Overhead Mode,112436,0.11851877,0.099402994,0.233107537,0.342145026
Reduced Overhead Mode,112437,0.118482083,0.104311951,0.207472652,0.310066819
Reduced Overhead Mode,112438,0.124474466,0.118541643,0.199077845,0.253187031
Reduced Overhead Mode,112439,0.139286026,0.136450127,0.216387808,0.288254917
Reduced Overhead Mode,112440,0.131453767,0.130128145,0.205570966,0.283055097
Reduced Overhead Mode,112441,0.128972381,0.119141668,0.214526385,0.302493572
Reduced Overhead Mode,112442,0.137204945,0.115911275,0.252246559,0.368674845
Reduced Overhead Mode,112443,0.158690915,0.126557857,0.305939674,0.526603043
Reduced Overhead Mode,112444,0.150653586,0.125737339,0.288260937,0.449902922
Reduced Overhead Mode,112445,0.13895303,0.117413834,0.263694346,0.410731167
Reduced Overhead Mode,112446,0.123639911,0.107918456,0.227792174,0.35350734
Reduced Overhead Mode,112447,0.121627301,0.105323665,0.243259966,0.341624826
Reduced Overhead Mode,112448,0.123313129,0.102175117,0.22092472,0.43281579
Reduced Overhead Mode,112449,0.131499171,0.125666767,0.214356855,0.282816708
Reduced Overhead Mode,112450,0.130513877,0.126078904,0.211535916,0.275540024
Reduced Overhead Mode,112451,0.132749036,0.129962087,0.204587013,0.27429232
Reduced Overhead Mode,112452,0.131079018,0.119916096,0.229116023,0.322968066
Reduced Overhead Mode,112453,0.128136337,0.119756736,0.217341736,0.297522664
Reduced Overhead Mode,112454,0.157809809,0.126139581,0.309096307,0.495872736
Reduced Overhead Mode,112455,0.143563092,0.119246557,0.271586835,0.43005684
Reduced Overhead Mode,112456,0.127081528,0.107327662,0.247142509,0.459888518
Reduced Overhead Mode,112457,0.11711327,0.101695016,0.214713901,0.322783828
Reduced Overhead Mode,112458,0.116952382,0.094850674,0.236142531,0.369633615
Reduced Overhead Mode,112459,0.125493735,0.109187946,0.218177527,0.342125624
Reduced Overhead Mode,112460,0.130944028,0.127210706,0.213581458,0.262549877
Reduced Overhead Mode,112461,0.130649298,0.125952214,0.206384003,0.292008579
Reduced Overhead Mode,112462,0.123842463,0.114220411,0.198678881,0.308886826
Reduced Overhead Mode,112463,0.12967509,0.11028748,0.240466118,0.339263767
Reduced Overhead Mode,112464,0.142946005,0.13502726,0.220303774,0.311686456
Reduced Overhead Mode,112465,0.17638734,0.161359519,0.28961581,0.474612206
Reduced Overhead Mode,112466,0.157628611,0.135091364,0.272602916,0.51240176
Reduced Overhead Mode,112467,0.135652959,0.107661903,0.281052291,0.455906063
Reduced Overhead Mode,112468,0.131212592,0.101807043,0.264519989,0.440349787
